Message,Code,Lines,Complexity
Remove open-coded find_pid_slot," int child_process(void)
 
 disable_coredumps();
 
-for (cpu = 0; cpu < shm->nr_childs; cpu++) {
-if (shm->pids[cpu] == pid)
-break;
-}
+cpu = find_pid_slot(pid);
 
 if (sched_getaffinity(pid, sizeof(set), &set) == 0) {
 CPU_ZERO(&set);
",142,33
"add some sanity checking to the shm.

Very rarely, there's a case where we get nonsense pids in the shm.
I've seen it happen twice now, so add some debugging to catch it
so it can be properly debugged.

If you see this happen, attach to a trinity process with gdb,
and print out the values of shm->previous_syscallno, and shm->previous_a[1-6]
Hopefully that will show the syscall that's doing the corrupting."," static void handle_children()
 }
 }
 
+static void check_shm_sanity(void)
+{
+unsigned int i;
+
+for (i = 0; i < shm->nr_childs; i++) {
+if (shm->pids[i] > 65535) {
+output(""Sanity check failed! Found pid %d!\n"", shm->pids[i]);
+shm->exit_now = TRUE;
+sleep(30);
+}
+}
+}
+
 static void main_loop()
 {
 static const char taskname[13]=""trinity-main"";
 static void main_loop()
 
 if (shm->regenerate >= REGENERATION_POINT)
 regenerate();
+
+check_shm_sanity();
+
 }
 while (!(pidmap_empty()))
 handle_children();
",271,65
"add another sanity check

Another rare bug. Hopefully with debugging info I can figure out what happened
prior to the fds disappearing."," static int get_random_fd(void)
 
 switch (i) {
 case 0:
-retry:fd = shm->fds[rand() % fd_idx];
+retry:
+if (fd_idx == 0) {
+i = find_pid_slot(getpid());
+output(""[%d] wtf, no fds! Last syscall was %d\n"",
+getpid(), shm->previous_syscallno[i]);
+shm->exit_now = TRUE;
+return -1;
+}
+
+fd = shm->fds[rand() % fd_idx];
 
 /* avoid stdin/stdout/stderr */
 if (logging == FALSE)
",118,21
change exit_now from a boolean into an enum so we can track the reason we exited.," int child_process(void)
 
 if (count_enabled_syscalls() == 0) {
 output(""[%d] No more syscalls enabled. Exiting\n"", getpid());
-shm->exit_now = TRUE;
+shm->exit_now = EXIT_NO_SYSCALLS_ENABLED;
 }
 
 retry:
-if (shm->exit_now == TRUE)
+if (shm->exit_now != EXIT_FALSE)
 goto out;
 
 syscallnr = rand() % max_nr_syscalls;
 retry:
 if (syscallcount) {
 if (shm->execcount >= syscallcount) {
 output(""[%d] shm->execcount (%d) >= syscallcount (%d)\n"", getpid(), shm->execcount,syscallcount);
-shm->exit_now = TRUE;
+shm->exit_now = EXIT_REACHED_COUNT;
 }
 
 if (shm->execcount == syscallcount)
",142,33
rename exit_now -> exit_reason," int child_process(void)
 
 ret = 0;
 
-while (shm->exit_now == FALSE) {
+while (shm->exit_reason == FALSE) {
 
 while (shm->regenerating == TRUE)
 sleep(1);
 int child_process(void)
 
 if (count_enabled_syscalls() == 0) {
 output(""[%d] No more syscalls enabled. Exiting\n"", getpid());
-shm->exit_now = EXIT_NO_SYSCALLS_ENABLED;
+shm->exit_reason = EXIT_NO_SYSCALLS_ENABLED;
 }
 
 retry:
-if (shm->exit_now != EXIT_FALSE)
+if (shm->exit_reason != EXIT_FALSE)
 goto out;
 
 syscallnr = rand() % max_nr_syscalls;
 retry:
 if (syscallcount) {
 if (shm->execcount >= syscallcount) {
 output(""[%d] shm->execcount (%d) >= syscallcount (%d)\n"", getpid(), shm->execcount,syscallcount);
-shm->exit_now = EXIT_REACHED_COUNT;
+shm->exit_reason = EXIT_REACHED_COUNT;
 }
 
 if (shm->execcount == syscallcount)
",142,33
rename EXIT_FALSE -> STILL_RUNNING," int child_process(void)
 }
 
 retry:
-if (shm->exit_reason != EXIT_FALSE)
+if (shm->exit_reason != STILL_RUNNING)
 goto out;
 
 syscallnr = rand() % max_nr_syscalls;
",142,33
"add a missing define conversion (harmless, but now wrong)"," int child_process(void)
 
 ret = 0;
 
-while (shm->exit_reason == FALSE) {
+while (shm->exit_reason == STILL_RUNNING) {
 
 while (shm->regenerating == TRUE)
 sleep(1);
",142,33
"oops, fix some compilation errors as a result of the last few changes."," retry:
 newsize >>= 1;
 if (newsize == 0)// FIXME: Need a better way to indicate ""we're fucked"".
 return;
-if (shm->exit_now == TRUE)
+if (shm->exit_reason != STILL_RUNNING)
 return;
 goto retry;
 }
",43,7
invalidate the cached fd in the shm when we regenerate fd's," void close_files()
 unsigned int i;
 int fd;
 
+shm->current_fd = 0;
+shm->fd_lifetime = 0;
+
 for (i = 0; i < fd_idx; i++) {
 fd = shm->fds[i];
 shm->fds[i] = 0;
",195,52
allocate a guard page after our zero page mappings.," static void * _get_address(unsigned char null_allowed)
 break;
 }
 
+/*
+ * Most of the time, we just return the address we got above unmunged.
+ * But sometimes, we return an address just before the end of the page.
+ * The idea here is that we might see some bugs that are caused by page boundary failures.
+ */
 i = rand() % 100;
 switch (i) {
 case 0:return addr + (page_size - sizeof(char));
",492,183
rename socks -> nr_sockets," retry:
 break;
 
 case 1:
-fd = shm->socket_fds[rand() % socks];
+fd = shm->socket_fds[rand() % nr_sockets];
 break;
 
 case 2:
",118,21
rename nr_childs -> max_children," retry:
 
 /* get highest logfile fd if logging is enabled */
 else {
-file = shm->logfiles[shm->nr_childs-1];
+file = shm->logfiles[shm->max_children - 1];
 if (file == NULL) {
 printf(""## WTF, logfile was null!\n"");
 printf(""## logfiles: "");
-for (i = 0; i < shm->nr_childs; i++)
+for (i = 0; i < shm->max_children; i++)
 printf(""%p "", shm->logfiles[i]);
 printf(""\n"");
 exit(EXIT_FAILURE);
",118,21
"Move the shm sanity check to the watchdog

It seems to make more sense to do this there instead."," static void handle_children()
 }
 }
 
-static void check_shm_sanity(void)
-{
-unsigned int i;
-
-for (i = 0; i < shm->max_children; i++) {
-if (shm->pids[i] > 65535) {
-output(""Sanity check failed! Found pid %d!\n"", shm->pids[i]);
-shm->exit_reason = EXIT_PID_OUT_OF_RANGE;
-sleep(30);
-}
-}
-}
-
 static void main_loop()
 {
 static const char taskname[13]=""trinity-main"";
 static void main_loop()
 
 if (shm->regenerate >= REGENERATION_POINT)
 regenerate();
-
-check_shm_sanity();
-
 }
 while (!(pidmap_empty()))
 handle_children();
",259,62
"move the make-it-fail flag to the shm

Saves us rechecking it every time we fork a new child"," static void reenable_coredumps()
 }
 static void set_make_it_fail()
 {
-static char failed = FALSE;
 int fd;
 const char *buf = ""1"";
 
 /* If we failed last time, don't bother trying in future. */
-if (failed == TRUE)
+if (shm->do_make_it_fail == TRUE)
 return;
 
 fd = open(""/proc/self/make-it-fail"", O_WRONLY);
 static void set_make_it_fail()
 if (errno != EPERM)
 printf(""writing to /proc/self/make-it-fail failed! (%s)\n"", strerror(errno));
 else
-failed = TRUE;
+shm->do_make_it_fail = TRUE;
 }
 close(fd);
 }
",141,33
Fix dumb bug in logfile number searching.," static FILE * find_logfile_handle()
 return shm->logfiles[i];
 else {
 /* try one more time. FIXME: This is awful. */
-printf(""[%d] ## Couldn't find logfile for pid %d. Retrying.\n"", getpid(), pid);
 sleep(1);
 i = find_pid_slot(pid);
-if (i != 1)
+if (i != -1)
 return shm->logfiles[i];
 
 printf(""[%d] ## Couldn't find logfile for pid %d\n"", getpid(), pid);
",133,27
remove unnecessary variable.," int child_process(void)
 pid_t pid = getpid();
 int ret;
 unsigned int syscallnr;
-unsigned int cpu;
 unsigned int childno = find_pid_slot(pid);
 
 disable_coredumps();
 
-cpu = find_pid_slot(pid);
-
 if (sched_getaffinity(pid, sizeof(set), &set) == 0) {
 CPU_ZERO(&set);
-CPU_SET(cpu, &set);
+CPU_SET(childno, &set);
 sched_setaffinity(getpid(), sizeof(set), &set);
-output(""bound child %d to cpu %d\n"", pid, cpu);
+output(""bound child %d to cpu %d\n"", pid, childno);
 }
 
 init_child();
",139,33
introduce a define for the 'pidslot not found' result.," static FILE * find_logfile_handle()
 return parentlogfile;
 
 i = find_pid_slot(pid);
-if (i != -1)
+if (i != NO_PIDSLOT)
 return shm->logfiles[i];
 else {
 /* try one more time. FIXME: This is awful. */
 sleep(1);
 i = find_pid_slot(pid);
-if (i != -1)
+if (i != NO_PIDSLOT)
 return shm->logfiles[i];
 
 printf(""[%d] ## Couldn't find logfile for pid %d\n"", getpid(), pid);
",133,27
introduce a bool type.," unsigned int pathname_idx = 0;
 
 #define FD_LIKELYHOOD 5000
 
-static int add_fd(unsigned int chance, const char *pathname, int flags, unsigned char is_dir)
+static int add_fd(unsigned int chance, const char *pathname, int flags, bool is_dir)
 {
 int fd = -1;
 DIR *d = NULL;
 void open_fds(const char *dir, unsigned char add_all)
 unsigned int chance = 0;
 int set_read;
 int set_write;
-unsigned char is_dir = FALSE;
+bool is_dir = FALSE;
 
 
 if (!d) {
",195,52
add argument to specify number of child processes," static int create_shm()
 shm->execcount = 1;
 shm->regenerate = 0;
 
-shm->max_children = sysconf(_SC_NPROCESSORS_ONLN);
+if (user_specified_children != 0)
+shm->max_children = user_specified_children;
+else
+shm->max_children = sysconf(_SC_NPROCESSORS_ONLN);
+
 if (shm->max_children > MAX_NR_CHILDREN) {
 printf(""Increase MAX_NR_CHILDREN!\n"");
 exit(EXIT_FAILURE);
",256,47
remove unused 'retries' from shm.," int main(int argc, char* argv[])
 
 do_main_loop();
 
-printf(""\nRan %ld syscalls (%ld retries). Successes: %ld Failures: %ld\n"",
-shm->execcount - 1, shm->retries, shm->successes, shm->failures);
+printf(""\nRan %ld syscalls. Successes: %ld Failures: %ld\n"",
+shm->execcount - 1, shm->successes, shm->failures);
 
 ret = EXIT_SUCCESS;
 
",256,47
Do possible regeneration before handling child processes.," static void main_loop()
 if (shm->running_childs < shm->max_children)
 fork_children();
 
-handle_children();
-
 if (shm->regenerate >= REGENERATION_POINT)
 regenerate();
+
+handle_children();
 }
 while (!(pidmap_empty()))
 handle_children();
",259,62
"clean up some pid handling.

'0' is no longer a valid pidslot state"," static FILE * find_logfile_handle()
 return parentlogfile;
 
 i = find_pid_slot(pid);
-if (i != NO_PIDSLOT)
+if (i != PIDSLOT_NOT_FOUND)
 return shm->logfiles[i];
 else {
 /* try one more time. FIXME: This is awful. */
 sleep(1);
 i = find_pid_slot(pid);
-if (i != NO_PIDSLOT)
+if (i != PIDSLOT_NOT_FOUND)
 return shm->logfiles[i];
 
 printf(""[%d] ## Couldn't find logfile for pid %d\n"", getpid(), pid);
",133,27
"clear any potential SO_LINGER on sockets, so we don't hang in close on exit."," int main(int argc, char* argv[])
 
 cleanup_fds:
 
-for (i = 0; i < nr_sockets; i++)
+for (i = 0; i < nr_sockets; i++) {
+struct linger ling;
+
+ling.l_onoff = FALSE;/* linger active */
+setsockopt(shm->socket_fds[i], SOL_SOCKET, SO_LINGER, &ling, sizeof(struct linger));
+shutdown(shm->socket_fds[i], SHUT_RDWR);
 close(shm->socket_fds[i]);
+}
 
 destroy_maps();
 
",261,47
"Remove another check for 0 pid.

No longer possible."," static void handle_children()
 
 pid = shm->pids[i];
 
-if (pid == 0)
-continue;
 if (pid == -1)
 continue;
 
",255,60
Use define instead of -1," static void handle_children()
 
 pid = shm->pids[i];
 
-if (pid == -1)
+if (pid == EMPTY_PIDSLOT)
 continue;
 
 pid = waitpid(pid, &childstatus, WUNTRACED | WCONTINUED | WNOHANG);
",255,60
This sleep should no longer be necessary.," static void handle_children()
 pid = waitpid(pid, &childstatus, WUNTRACED | WCONTINUED | WNOHANG);
 if (pid != 0)
 handle_child(pid, childstatus);
-
-sleep(0.1);/* Give other children a chance to do something. */
 }
 }
 
",254,60
"Factor out the pidmap sanity check

And call it when we're in handle_children as well as from the watchdog.

This should fix a rare bug where we corrupt the pidmap just after reaching
the maximum syscall count, and get stuck because pidmap_empty() never returns TRUE."," void dump_pid_slots(void)
 printf(""## slot%d: %d\n"", i, shm->pids[i]);
 }
 
+int pid_is_valid(pid_t pid)
+{
+if ((pid > 65535) || (pid < 1)) {
+output(""Sanity check failed! Found pid %d!\n"", pid);
+return FALSE;
+}
+
+return TRUE;
+}
+
 #define debugf if (debug == TRUE) printf
 
 static void fork_children()
 static void handle_children()
 if (pid == EMPTY_PIDSLOT)
 continue;
 
+if (pid_is_valid(pid) == FALSE)
+return;
+
 pid = waitpid(pid, &childstatus, WUNTRACED | WCONTINUED | WNOHANG);
 if (pid != 0)
 handle_child(pid, childstatus);
",264,64
move the pid handling code to its own file.," int check_tainted(void)
 return ret;
 }
 
-int find_pid_slot(pid_t mypid)
-{
-unsigned int i;
-
-for (i = 0; i < shm->max_children; i++) {
-if (shm->pids[i] == mypid)
-return i;
-}
-return PIDSLOT_NOT_FOUND;
-}
-
-static bool pidmap_empty(void)
-{
-unsigned int i;
-
-for (i = 0; i < shm->max_children; i++) {
-if (shm->pids[i] != EMPTY_PIDSLOT)
-return FALSE;
-}
-return TRUE;
-}
-
-void dump_pid_slots(void)
-{
-unsigned int i;
-
-printf(""## pids:\n"");
-
-for (i = 0; i < shm->max_children; i++)
-printf(""## slot%d: %d\n"", i, shm->pids[i]);
-}
-
-int pid_is_valid(pid_t pid)
-{
-if ((pid > 65535) || (pid < 1)) {
-output(""Sanity check failed! Found pid %d!\n"", pid);
-return FALSE;
-}
-
-return TRUE;
-}
-
 #define debugf if (debug == TRUE) printf
 
 static void fork_children()
",231,53
decode the exit reasons.," static void handle_children()
 }
 }
 
+static const char * decode_exit(unsigned int reason)
+{
+const char *reasons[] = {
+""Still running"",
+""No more syscalls enabled"",
+""Reached maximum syscall count"",
+""No file descriptors open"",
+""Lost track of a pid slot"",
+""shm corruption - Found a pid out of range."",
+""ctrl-c"",
+""kernel became tainted"",
+};
+
+return reasons[reason];
+}
+
 static void main_loop()
 {
 static const char taskname[13]=""trinity-main"";
 static void main_loop()
 while (pidmap_empty() == FALSE)
 handle_children();
 
-printf(""[%d] Bailing main loop. Exit reason: %d\n"", getpid(), shm->exit_reason);
+printf(""[%d] Bailing main loop. Exit reason: %s\n"", getpid(), decode_exit(shm->exit_reason));
 _exit(EXIT_SUCCESS);
 }
 
",245,54
"remove more 'pid == 0' leftovers, and replace -1 uses with PIDSLOT_EMPTY"," static void check_children(void)
 for (i = 0; i < shm->max_children; i++) {
 pid = shm->pids[i];
 
-if ((pid == 0) || (pid == -1))
+if (pid == EMPTY_PIDSLOT)
 continue;
 
 /* first things first, does the pid still exist ? */
 corrupt:
 for (i = 0; i < shm->max_children; i++) {
 pid_t pid;
 pid = shm->pids[i];
-if (pid == 0)
-continue;
-if (pid == -1)
+if (pid == EMPTY_PIDSLOT)
 continue;
 kill(pid, SIGKILL);
 }
",142,33
constify protocols list," struct protocol {
 unsigned int proto;
 };
 
-static struct protocol protocols[] = {
+static const struct protocol protocols[] = {
 { ""PF_UNSPEC"", 0 },
 { ""PF_LOCAL"", 1 },
 { ""PF_UNIX"", PF_LOCAL },
 static struct protocol protocols[] = {
 void find_specific_proto(char *protoarg)
 {
 unsigned int i;
-struct protocol *p = protocols;
+const struct protocol *p = protocols;
 
 if (specific_proto == 0) {
 /* we were passed a string */
",246,35
"kill that warning

(this is WIP anyway)","
 static void sanitise_modify_ldt(int childno)
 {
 void *ldt;
-struct user_desc *desc;
+//struct user_desc *desc;
 
 switch (shm->a1[childno]) {
 case 0:
",34,4
"make the main loop sleep when idle.

Similar to what was removed in ad27756bef82bb2cb83771697c825d3921676963,
but a level up the stack, where we have better visibility into what
we're currently doing."," static void main_loop()
 regenerate();
 
 handle_children();
+
+sleep(1);// Nothing left to do, sleep a while.
 }
 while (pidmap_empty() == FALSE)
 handle_children();
",246,54
"don't reseed children before we've waited for our pid to show up in the pidmap

This occasionally led to spew about being unable to find our logfile,
as the reseed code does an output()"," static void fork_children()
 sprintf(childname, ""trinity-child%d"", pidslot);
 prctl(PR_SET_NAME, (unsigned long) &childname);
 
-set_seed(pidslot);
-
 /* Wait for parent to set our pidslot */
 while (shm->pids[pidslot] != getpid());
 
+set_seed(pidslot);
+
 ret = child_process();
 
 output(""child %d exitting\n"", getpid());
",246,54
"remove unnecessary allocation.

This caused NR_CPUs*64 bytes to be leaked"," void open_logfiles()
 }
 
 for (i = 0; i < shm->max_children; i++) {
-logfilename = malloc(64);
 sprintf(logfilename, ""trinity-%d-child%d.log"", shm->parentpid, i);
 unlink(logfilename);
 shm->logfiles[i] = fopen(logfilename, ""a"");
",132,27
"MIPS arch support for Trinity

This is my first attempt to port Trinity System call fuzz tester to MIPS
architecture (I am using a qemu emulation of MIPS - Malta).

Compilation using Codesourcery MIPS Toolchain worked fine and I was able
to run ""Trinity"" on the emulated MIPS platform.

The ""syscalls-mips.h"" was derived from
""arch/mips/kernel/scall32-o32.S"" of 3.6.0-rc7 kernel. I have commented
out some mips specific system calls like ""cacheflush"" as support for
these system calls can be added to Trinity at a later stage.

Signed-off-by: Maxin B. John <maxin.john@gmail.com>"," void setup_syscall_tables(void)
 #elif defined(__arm__)
 syscalls = syscalls_arm;
 max_nr_syscalls = NR_ARM_SYSCALLS;
+#elif defined(__mips__)
+syscalls = syscalls_mips;
+max_nr_syscalls = NR_MIPS_SYSCALLS;
 #else
 syscalls = syscalls_i386;
 #endif
",323,90
support architectures with a non-zero syscall base in a cleaner way.," args_done:
 sleep(1);
 }
 
-/* IA64 is retarde^Wspecial. */
-#ifdef __ia64__
-call += 1024;
-#endif
+/* Some architectures (IA64/MIPS) start their Linux syscalls
+ * At non-zero, and have other ABIs below.
+ */
+call += SYSCALL_OFFSET;
+
 ret = do_syscall(childno);
 
 sptr = string;
",149,18
"modify_ldt is x86 only.

ugly fix for now, until I have a better way to deal with per-arch syscalls","
+#ifdef X86
 /*
 * asmlinkage int sys_modify_ldt(int func, void __user *ptr, unsigned long bytecount)
 */
 struct syscall syscall_modify_ldt = {
 .arg2name = ""ptr"",
 .arg3name = ""bytecount"",
 };
+#endif
",34,4
"Remove powerpc/sync_file_range2.c

1. It's not ppc specific. ARM also uses this.
2. As it's identical to sync_file_range, but with different arg order,
 it can use the same sanitise routine."," struct syscall syscall_sync_file_range = {
 },
 };
 
+/*
+ * ARM & PowerPC have different argument order.
+ * See edd5cd4a9424f22b0fa08bef5e299d41befd5622 in kernel tree.
+ */
 struct syscall syscall_sync_file_range2 = {
 .name = ""sync_file_range2"",
 .num_args = 4,
",63,4
